danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,class
0.593,0.455,7,-15.988,1,0.197,0.698,0.607,0.545,0.573,80.383,84023,rap
0.609,0.668,7,-4.284,1,0.0367,0.0552,0,0.167,0.811,80.924,288600,rap
0.609,0.935,6,-2.941,1,0.0479,0.0029,3.59E-04,0.188,0.498,95.957,252400,rock
0.858,0.703,11,-5.318,1,0.137,0.0636,0,0.121,0.293,129.962,334154,latin
0.689,0.804,9,-5.589,1,0.0853,0.0796,0,0.238,0.657,110.374,295653,r&b
0.789,0.795,5,-4.72,1,0.0676,0.0246,0.617,0.0938,0.67,128.043,188728,edm
0.77,0.631,10,-5.581,1,0.106,0.016,1.92E-04,0.0918,0.14,74.976,187171,rap
0.603,0.952,6,-3.699,1,0.0947,0.00189,4.45E-04,0.317,0.588,133.97,163627,pop
0.353,0.897,0,-4.847,0,0.0682,0.0106,0.0243,0.261,0.126,103.443,222609,edm
0.598,0.407,3,-13.918,0,0.0695,0.523,0,0.121,0.673,60.01,194500,r&b
0.588,0.845,1,-4.129,0,0.0534,0.026,1.26E-06,0.307,0.49,89.912,206840,pop
0.748,0.832,0,-7.526,1,0.0272,0.167,6.70E-05,0.26,0.969,114.119,206947,latin
0.79,0.903,11,-3.911,0,0.0468,0.0528,0.0474,0.131,0.398,125.988,129524,latin
0.635,0.597,0,-8.209,0,0.0538,0.0275,0.0268,0.097,0.889,63.972,214000,edm
0.863,0.588,1,-7.141,1,0.0847,0.142,3.42E-05,0.457,0.751,117.911,190174,pop
0.666,0.71,0,-5.478,0,0.175,0.0118,5.28E-06,0.279,0.268,126.044,374769,edm
0.647,0.872,9,-2.847,1,0.0273,9.48E-04,0.44,0.597,0.853,131.02,199973,rock
0.424,0.979,11,-2.843,1,0.0805,0.00158,7.45E-06,0.281,0.28,165.921,267907,rock
0.662,0.28,7,-18.651,1,0.0726,0.696,0.881,0.0955,0.132,120.018,166500,rap
0.875,0.867,8,-3.754,0,0.259,0.0632,0,0.26,0.678,98.004,209120,rap
0.545,0.839,1,-4.24,1,0.0468,0.0223,0,0.0714,0.276,127.987,187511,edm
0.684,0.481,2,-12.59,1,0.0384,0.475,6.57E-05,0.118,0.784,115.078,250000,rock
0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,pop
0.659,0.613,6,-9.956,0,0.314,0.062,0,0.88,0.482,94.127,241667,latin
0.254,0.672,3,-6.158,0,0.0446,0.154,0.0142,0.205,0.771,177.194,191733,r&b
0.732,0.93,0,-4.138,1,0.105,0.00281,0.727,0.173,0.571,126.027,134048,edm
0.787,0.842,10,-9.417,0,0.0491,5.55E-04,0.905,0.0884,0.0785,126.021,460952,edm
0.487,0.537,6,-7.011,1,0.0487,0.127,0.00123,0.0543,0.442,139.601,145533,rock
0.363,0.979,7,-3.634,0,0.319,0.00122,0.00241,0.274,0.218,179.215,282653,rock
0.316,0.257,7,-9.802,1,0.0331,0.0168,0.00484,0.244,0.113,77.009,212184,pop
0.746,0.698,2,-6.962,0,0.0424,0.078,0.881,0.148,0.234,127.977,335630,edm
0.69,0.818,4,-5.693,0,0.0671,3.50E-04,0.108,0.547,0.883,127.035,192173,edm
0.611,0.791,1,-3.558,1,0.173,0.19,3.02E-06,0.12,0.658,192.07,245000,latin
0.561,0.675,0,-8.17,1,0.0796,0.0779,0.00297,0.406,0.211,145.004,245864,r&b
0.688,0.338,6,-16.415,0,0.0514,0.0975,8.33E-06,0.143,0.481,126.091,254960,r&b
0.697,0.787,5,-9.695,0,0.0305,0.232,0.587,0.0404,0.572,98.066,339107,rock
0.651,0.798,0,-4.401,1,0.0278,0.00566,0.0106,0.121,0.291,128.043,176250,edm
0.582,0.668,2,-5.768,1,0.278,0.026,0,0.0893,0.237,94.05,158863,rap
0.766,0.661,6,-6.227,1,0.211,0.633,0,0.0884,0.664,121.857,165415,latin
0.731,0.391,2,-16.035,1,0.271,0.68,0.0625,0.1,0.27,154.93,173455,rap
0.688,0.925,8,-5.409,0,0.137,0.0556,0.0262,0.0933,0.738,128.051,166875,edm
0.738,0.426,5,-10.405,0,0.093,0.237,3.87E-05,0.13,0.132,99.984,249754,r&b
0.661,0.566,5,-9.032,1,0.0363,0.00696,2.82E-05,0.285,0.341,123.974,170323,latin
0.502,0.777,1,-4.627,1,0.0934,0.117,2.91E-06,0.0957,0.356,174.153,242069,rap
0.683,0.902,1,-7.389,0,0.291,0.219,7.61E-04,0.226,0.724,90.447,253227,rap
0.515,0.815,2,-5.051,1,0.0428,0.0439,2.95E-05,0.0814,0.48,146.995,209293,rock
0.659,0.529,5,-9.246,0,0.0357,0.0242,8.52E-06,0.142,0.41,107.975,236933,pop
0.88,0.428,9,-8.28,1,0.206,0.149,5.07E-05,0.114,0.333,100.007,172800,rap
0.674,0.519,8,-5.888,1,0.0415,0.537,0,0.14,0.231,124.734,190927,r&b
0.724,0.659,1,-8.212,1,0.0809,0.133,0.00168,0.235,0.394,125.056,171168,edm
0.52,0.901,11,-3.031,1,0.0615,0.0803,0.00589,0.22,0.286,140.053,196586,rap
0.59,0.699,11,-7.529,0,0.079,0.00389,4.69E-05,0.0577,0.63,188.269,276067,r&b
0.476,0.546,7,-7.137,0,0.252,0.653,9.02E-06,0.0895,0.646,74.212,196484,r&b
0.734,0.639,4,-8.653,0,0.0831,0.139,0.844,0.527,0.0937,105.041,242286,edm
0.748,0.642,3,-5.689,0,0.0575,0.157,0,0.117,0.343,85.937,202371,rap
0.677,0.756,11,-7.643,0,0.044,0.0385,0,0.123,0.282,96.999,191250,latin
0.559,0.393,0,-11.095,1,0.0237,0.717,0,0.0532,0.669,90.105,274891,rock
0.855,0.287,10,-19.876,0,0.3,0.0709,0,0.0911,0.727,93.609,294267,rap
0.674,0.647,5,-6.105,1,0.0474,3.95E-04,0.00203,0.0696,0.287,124.048,208138,edm
0.468,0.325,1,-8.267,1,0.245,0.115,0.726,0.109,0.0387,95.593,90645,rap
0.875,0.41,7,-6.29,0,0.0571,0.0674,0.0374,0.106,0.445,87.999,267400,r&b
0.67,0.558,7,-7.615,1,0.0266,0.0572,0.0196,0.106,0.437,106.081,269119,pop
0.866,0.64,9,-4.098,0,0.0824,0.00996,1.59E-05,0.0755,0.563,103.011,247253,rap
0.459,0.699,0,-5.496,1,0.117,0.36,0,0.294,0.798,167.491,134120,rock
0.871,0.61,7,-6.01,0,0.0825,0.44,0.172,0.141,0.738,105.002,203856,latin
0.827,0.747,0,-6.247,0,0.0377,0.00355,0.0253,0.101,0.969,122.984,260507,pop
0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991,167693,edm
0.747,0.772,4,-6.363,1,0.0481,0.149,1.07E-06,0.185,0.782,107.95,219189,latin
0.811,0.644,7,-5.095,1,0.16,0.0157,0,0.277,0.715,86.982,160000,latin
0.74,0.87,8,-6.423,0,0.0527,2.86E-04,0.813,0.0982,0.727,121.996,220328,edm
0.67,0.139,1,-11.068,1,0.0725,0.928,0.949,0.0947,0.658,91.054,147584,pop
0.676,0.367,5,-15.681,0,0.0328,0.169,5.69E-04,0.127,0.259,119.968,165777,edm
0.62,0.731,7,-5.881,0,0.03,0.00409,0.751,0.11,0.107,123.994,184000,edm
0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83E-06,0.21,0.0605,76.469,175721,rap
0.798,0.343,8,-11.58,0,0.208,0.557,7.74E-05,0.0886,0.769,168.046,191520,r&b
0.489,0.977,8,-4.809,1,0.128,9.15E-04,4.82E-05,0.0757,0.425,141.045,212560,rock
0.571,0.941,4,-2.853,1,0.423,0.742,0.0026,0.112,0.814,188.632,108973,rap
0.642,0.683,1,-5.386,1,0.262,0.0834,0,0.155,0.584,154.881,191720,pop
0.511,0.678,4,-6.858,0,0.869,0.241,0,0.0948,0.405,212.137,253585,r&b
0.797,0.852,0,-2.234,1,0.172,0.0432,3.97E-06,0.409,0.674,95.416,330760,rap
0.798,0.6,3,-5.415,0,0.116,0.663,2.71E-06,0.122,0.919,85.977,271549,latin
0.618,0.906,10,-3.022,0,0.0357,0.0502,0.106,0.304,0.544,124.988,157440,edm
0.552,0.774,2,-9.106,1,0.0292,0.0168,0,0.0701,0.783,110.906,212067,rock
0.573,0.913,6,-4.793,0,0.132,0.0591,0.00173,0.156,0.422,115.715,208400,rock
0.607,0.707,9,-5.509,0,0.106,0.00842,1.71E-05,0.348,0.117,128.014,252933,edm
0.591,0.655,3,-6.332,1,0.0731,0.0263,0,0.0572,0.226,127.904,209520,edm
0.769,0.714,4,-7.26,0,0.0366,0.272,0,0.08,0.792,96.992,244088,latin
0.799,0.423,1,-12.282,0,0.0788,0.885,0.0335,0.0865,0.155,123.238,131751,rap
0.717,0.716,3,-5.485,0,0.0432,0.0421,4.67E-04,0.0699,0.206,125.064,161280,edm
0.903,0.675,11,-3.445,0,0.214,0.542,1.28E-05,0.0595,0.442,96.507,417920,latin
0.664,0.475,1,-9.539,0,0.033,0.16,0.00619,0.0871,0.322,123.011,206169,edm
0.555,0.423,0,-6.232,1,0.044,0.799,0,0.112,0.257,137.044,202147,pop
0.722,0.836,5,-11.293,1,0.083,0.151,1.78E-04,0.393,0.807,107.189,263400,r&b
0.469,0.689,9,-7.017,0,0.0475,0.00607,0.00119,0.114,0.531,126.505,221867,pop
0.451,0.968,8,-5.127,1,0.117,0.00727,4.55E-04,0.0913,0.391,140.002,192000,rock
0.705,0.634,7,-8.256,0,0.0521,0.00476,1.09E-05,0.142,0.203,126.015,188297,latin
0.665,0.91,6,-4.682,0,0.223,0.0394,0,0.227,0.887,84.099,293973,rap
0.571,0.96,3,-3.48,0,0.0996,0.00261,0.0314,0.288,0.192,128.024,308893,edm
0.622,0.755,2,-5.494,1,0.129,0.0573,0,0.0859,0.317,94.579,190617,latin
0.473,0.352,1,-11.741,1,0.12,0.424,1.74E-05,0.148,0.0966,87.791,235760,r&b
0.478,0.947,9,-6.757,1,0.0671,0.00156,0.861,0.135,0.815,181.324,229440,pop
0.775,0.621,1,-7.634,1,0.295,0.332,0,0.122,0.15,118.843,252040,rap
0.498,0.726,7,-5.7,0,0.175,0.0732,0,0.113,0.315,125.128,211920,r&b
0.555,0.626,8,-5.356,0,0.0671,0.479,1.29E-06,0.125,0.463,121.273,155365,latin
0.754,0.405,7,-10.282,1,0.0539,0.00279,6.39E-04,0.101,0.226,80,170000,rap
0.456,0.609,11,-11.767,1,0.068,0.275,0.0198,0.108,0.682,84.441,209800,rock
0.621,0.474,0,-12.238,1,0.041,0.244,0.00948,0.166,0.306,94.036,222128,rock
0.805,0.71,1,-6.642,1,0.309,8.81E-04,2.64E-05,0.358,0.147,190.044,146907,r&b
0.448,0.35,5,-16.239,1,0.0393,0.147,2.27E-06,0.0842,0.234,177.279,302933,rock
0.744,0.849,4,-8.061,0,0.326,0.409,0,0.251,0.621,97.995,298867,rap
0.397,0.431,11,-9.258,1,0.0487,0.271,2.81E-06,0.118,0.463,94.103,324733,rock
0.729,0.947,11,-3.103,0,0.0458,0.211,0.822,0.367,0.209,130.005,211000,edm
0.739,0.944,1,-3.863,1,0.0669,0.0148,0.0161,0.403,0.12,125.009,143040,edm
0.384,0.417,10,-11.577,0,0.069,0.338,1.65E-04,0.104,0.177,140.955,343133,r&b
0.774,0.582,10,-6.904,1,0.261,0.0904,0,0.107,0.421,99.973,181899,edm
0.796,0.105,11,-13.837,0,0.0761,0.248,0.817,0.108,0.922,160.293,100242,rap
0.491,0.802,4,-7.106,1,0.0392,0.25,0,0.387,0.472,119.25,248907,rock
0.432,0.828,1,-5.769,1,0.0669,1.04E-04,2.15E-04,0.101,0.367,166.035,232000,rock
0.589,0.959,2,-2.817,1,0.15,0.00176,4.45E-04,0.501,0.422,127.993,223433,edm
0.71,0.897,0,-3.802,1,0.0372,0.175,0,0.0918,0.33,137.972,257507,latin
0.757,0.917,4,-9.261,0,0.0733,0.0266,0.791,0.129,0.914,124.052,112258,edm
0.769,0.791,6,-7.679,0,0.261,0.179,6.42E-04,0.258,0.768,182.949,223707,rap
0.493,0.414,6,-9.372,0,0.0258,0.0319,0.00134,0.0878,0.426,133.65,230007,r&b
0.71,0.824,5,-6.001,0,0.028,0.0119,5.74E-04,0.589,0.208,124,172742,latin
0.872,0.609,0,-9.463,0,0.23,0.0174,0.311,0.294,0.776,117.981,349796,edm
0.586,0.855,11,-5.947,0,0.0327,0.304,0,0.129,0.448,124.917,236333,rock
0.454,0.821,7,-4.816,1,0.0324,0.0165,3.55E-06,0.13,0.414,108.533,250333,rock
0.737,0.764,0,-5.511,1,0.0947,0.111,0,0.0423,0.924,92.044,166213,pop
0.373,0.609,0,-7,1,0.0316,0.108,4.27E-04,0.0755,0.354,179.955,270680,rock
0.738,0.717,1,-5.121,1,0.0573,0.062,0,0.205,0.5,98.047,139813,pop
0.589,0.864,11,-5.205,0,0.347,0.461,0,0.411,0.686,91.272,197427,latin
0.511,0.747,0,-5.904,1,0.124,0.0393,6.63E-06,0.028,0.564,109.022,229285,r&b
0.636,0.518,7,-9.165,1,0.0428,0.0698,1.11E-05,0.0882,0.702,74.192,274627,rock
0.762,0.635,1,-7.027,0,0.0665,0.952,0.921,0.116,0.802,134.044,184925,latin
0.715,0.962,0,-4.716,1,0.163,0.00792,0.669,0.251,0.315,125.964,156667,edm
0.78,0.427,5,-8.867,0,0.0281,0.809,0.00497,0.105,0.826,87.517,183973,latin
0.656,0.432,6,-9.481,0,0.217,0.443,0,0.132,0.0897,97.022,222374,r&b
0.598,0.693,8,-8.273,1,0.0753,0.204,0.121,0.102,0.181,144.941,210207,edm
0.932,0.489,1,-9.039,0,0.49,0.0893,1.92E-05,0.062,0.726,112.12,207444,r&b
0.7,0.254,10,-16.019,1,0.0429,0.46,0,0.1,0.408,91.437,284119,r&b
0.645,0.594,0,-7.666,1,0.0418,0.0741,8.31E-04,0.068,0.32,103.029,145542,rap
0.767,0.595,3,-7.467,0,0.0593,0.0789,3.23E-04,0.105,0.673,127.995,401251,edm
0.664,0.231,9,-12.696,0,0.0372,0.866,1.62E-05,0.0998,0.127,89.959,242048,pop
0.512,0.262,0,-16.875,1,0.0276,0.313,5.51E-06,0.456,0.357,108.381,243000,rock
0.483,0.787,8,-5.244,1,0.102,0.112,0,0.257,0.58,122.058,191379,pop
0.231,0.855,0,-8.246,1,0.0431,9.37E-05,0.561,0.988,0.101,133.913,265333,rock
0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,r&b
0.753,0.882,10,-5.553,0,0.0651,0.182,0.95,0.122,0.489,127.984,240259,latin
0.648,0.891,11,-3.464,0,0.0655,8.75E-05,0.497,0.105,0.183,128.002,203438,edm
0.724,0.485,6,-5.919,1,0.0376,0.256,1.35E-05,0.416,0.581,136.057,296800,r&b
0.516,0.358,8,-12.018,0,0.424,0.741,1.34E-06,0.0813,0.397,79.509,124000,rock
0.769,0.784,4,-4.589,0,0.166,0.121,0,0.0855,0.682,155.024,111484,rap
0.728,0.963,7,-5.025,0,0.135,0.0272,0.321,0.0748,0.846,127.982,120000,edm
0.745,0.869,6,-4.375,1,0.0444,0.00193,0,0.0799,0.814,104.015,168641,rap
0.818,0.562,10,-7.779,0,0.0356,0.0987,0.813,0.355,0.57,125.03,243946,pop
0.803,0.585,8,-5.861,1,0.0432,0.103,3.94E-06,0.0644,0.593,105.017,214480,rap
0.562,0.58,4,-5.515,1,0.025,0.117,0.00134,0.96,0.279,99.369,318693,rock
0.678,0.587,11,-6.756,1,0.42,0.00782,0.941,0.543,0.182,126.01,226640,edm
0.761,0.436,9,-11.614,0,0.0424,0.454,0.264,0.111,0.374,114.01,170868,rock
0.634,0.779,10,-5.909,0,0.0478,0.44,0,0.05,0.854,179.963,325642,latin
0.891,0.785,0,-4.709,1,0.254,0.235,1.00E-05,0.0921,0.792,123.99,221146,edm
0.685,0.779,4,-3.912,0,0.0571,0.111,1.04E-04,0.421,0.513,95.021,235067,latin
0.834,0.808,11,-2.597,1,0.0542,0.0569,5.20E-04,0.222,0.829,104.026,198453,latin
0.478,0.887,11,-2.746,1,0.0633,1.18E-04,0,0.28,0.335,150.18,206560,rock
0.425,0.479,2,-12.22,1,0.0419,0.44,1.09E-04,0.378,0.279,123.217,215867,rock
0.596,0.605,7,-12.145,1,0.0255,0.181,3.31E-04,0.0863,0.886,97.798,283800,rap
0.455,0.562,2,-5.031,1,0.0293,0.00504,0,0.365,0.282,128.042,220000,edm
0.656,0.773,6,-8.339,1,0.0866,0.528,0.065,0.0856,0.106,132.039,218182,pop
0.425,0.747,10,-14.356,0,0.0598,0.0113,4.61E-04,0.266,0.557,126.734,148663,latin
0.921,0.645,7,-6.43,0,0.16,0.305,0,0.109,0.528,114.931,168152,rap
0.639,0.874,3,-5.205,1,0.206,0.033,0,0.104,0.727,125.102,220800,edm
0.888,0.538,7,-7.644,1,0.0364,0.701,0.00971,0.251,0.702,134.011,192200,pop
0.723,0.739,0,-7.943,1,0.401,0.403,0,0.365,0.805,177.886,225267,rap
0.704,0.801,8,-5.655,0,0.161,0.227,0,0.17,0.522,100.004,191440,edm
0.893,0.571,7,-17.621,0,0.142,0.012,0,0.201,0.684,114.874,287973,r&b
0.709,0.831,2,-6.847,0,0.0391,0.108,0.00128,0.159,0.866,104.971,227067,pop
0.708,0.186,9,-8.953,0,0.0422,0.868,0,0.0779,0.321,72.541,156107,pop
0.402,0.488,9,-9.37,0,0.179,0.0146,5.73E-06,0.0429,0.37,79.821,281067,rap
0.868,0.493,1,-10.155,0,0.0695,0.0876,6.18E-04,0.0541,0.652,108.016,182373,pop
0.725,0.877,11,-4.09,0,0.0451,0.00365,0.181,0.0594,0.411,127.992,245002,edm
0.833,0.338,5,-12.831,1,0.127,0.0375,0,0.0459,0.73,81.822,259667,r&b
0.255,0.43,9,-12.564,1,0.0322,0.546,1.87E-05,0.188,0.546,164.267,197813,rock
0.564,0.807,5,-4.561,1,0.028,0.0285,0.00111,0.192,0.49,67.003,199079,r&b
0.778,0.83,0,-11.413,0,0.0522,0.0836,5.44E-05,0.069,0.843,128.148,116140,latin
0.441,0.745,2,-8.623,0,0.0741,0.084,2.22E-05,0.136,0.368,105.191,252240,rock
0.424,0.694,6,-4.912,0,0.0386,0.0573,9.37E-04,0.133,0.0801,128.034,282481,pop
0.743,0.452,2,-5.638,1,0.131,0.487,0.872,0.111,0.395,80.049,192375,rap
0.854,0.529,10,-7.454,0,0.0541,0.176,0.00474,0.0765,0.831,106.998,218754,latin
0.608,0.881,1,-6.035,1,0.0525,3.89E-05,0.0028,0.184,0.503,104.398,257267,rock
0.65,0.742,5,-5.973,0,0.168,0.0433,1.49E-04,0.0952,0.828,201.114,248573,latin
0.718,0.823,2,-5.594,1,0.0353,0.246,1.03E-04,0.0952,0.882,129.996,203598,latin
0.861,0.666,0,-8.131,0,0.0346,0.149,0,0.166,0.867,110.975,268920,rap
0.762,0.74,1,-4.72,0,0.226,0.201,0,0.275,0.961,167.881,195493,latin
0.842,0.801,8,-4.167,0,0.228,0.157,4.82E-06,0.0642,0.617,95.881,212500,pop
0.62,0.402,5,-12.964,1,0.0264,0.337,6.13E-05,0.312,0.483,92.093,290840,r&b
0.704,0.627,1,-6.724,1,0.0586,0.201,0,0.102,0.601,92.919,232667,edm
0.53,0.683,2,-7.13,1,0.0313,0.234,0.311,0.274,0.694,174.441,472400,rock
0.735,0.761,10,-4.219,0,0.0497,0.0548,1.78E-06,0.0482,0.79,94.031,198679,latin
0.758,0.827,4,-4.116,1,0.0462,0.478,0,0.192,0.964,100.024,222307,latin
0.667,0.613,1,-5.353,1,0.0344,0.403,0,0.115,0.47,91.024,194453,latin
0.314,0.399,5,-9.199,1,0.0501,0.692,0.00419,0.11,0.302,169.525,252867,r&b
0.774,0.81,1,-7.775,1,0.0649,0.0677,7.01E-04,0.0269,0.526,107.709,257400,r&b
0.63,0.833,5,-5.228,0,0.0657,0.0513,0,0.324,0.528,126.145,157619,edm
0.747,0.861,8,-5.251,1,0.0514,0.113,0,0.026,0.859,103.966,190240,latin
0.618,0.741,7,-5.18,1,0.0277,0.336,0,0.103,0.722,112.029,196667,rock
0.371,0.758,7,-5.679,1,0.036,0.0958,0,0.116,0.452,77.81,239680,rock
0.489,0.885,5,-4.892,0,0.111,1.01E-04,0.751,0.375,0.165,128.01,262510,edm
0.879,0.488,6,-4.758,1,0.0364,0.763,3.94E-06,0.141,0.888,125.04,189520,latin
0.889,0.841,11,-3.652,0,0.244,0.424,0,0.286,0.925,119.961,185883,edm
0.911,0.913,6,-5.328,0,0.324,0.186,0,0.501,0.834,114.052,272160,r&b
0.611,0.946,4,-5.357,1,0.0378,0.00957,0.0708,0.36,0.763,125.398,273907,rock
0.543,0.727,0,-4.78,1,0.299,0.0966,0,0.419,0.207,166.006,178560,rap
0.597,0.914,1,-4.525,1,0.123,0.277,0,0.0689,0.893,198.029,176196,latin
0.536,0.879,1,-3.019,1,0.0621,0.0742,0,0.0847,0.334,140.137,192000,rap
0.721,0.82,10,-4.568,1,0.344,0.41,0,0.111,0.751,169.951,217836,latin
0.602,0.678,11,-7.516,0,0.113,0.206,0,0.21,0.558,159.899,257149,rap
0.584,0.911,9,-4.613,0,0.0374,0.0162,0.404,0.189,0.219,127.999,204044,edm
0.678,0.794,10,-6.186,0,0.14,0.274,1.68E-06,0.124,0.54,87.374,290573,rap
0.491,0.867,6,-2.313,0,0.103,0.167,0,0.458,0.602,167.965,189187,rock
0.688,0.644,4,-5.246,0,0.0878,0.259,0,0.0765,0.368,129.989,268615,edm
0.534,0.896,6,-4.96,1,0.0368,3.52E-04,1.45E-06,0.0758,0.64,144.932,199862,rock
0.761,0.727,1,-12.655,1,0.133,0.0362,0.00498,0.0461,0.739,103.013,243800,rap
0.666,0.768,7,-6.285,1,0.061,0.553,0,0.165,0.818,104.078,184027,latin
0.483,0.786,7,-5.735,1,0.0319,0.00316,8.86E-05,0.446,0.793,126.748,323000,rock
0.776,0.736,7,-4.612,1,0.247,0.0802,0,0.159,0.233,147.946,186945,r&b
0.52,0.513,10,-6.521,1,0.0243,0.142,0.0104,0.142,0.216,73.479,331933,rock
0.675,0.705,2,-4.35,0,0.264,0.276,0,0.119,0.672,85.064,198400,rap
0.662,0.519,9,-6.554,0,0.106,0.404,0,0.121,0.495,145.841,210427,latin
0.826,0.86,10,-3.902,1,0.0685,0.0349,5.37E-06,0.104,0.763,120.017,192107,pop
0.41,0.298,3,-11.796,1,0.0473,0.721,0,0.158,0.142,109.651,246972,r&b
0.733,0.808,0,-7.592,1,0.0654,0.109,3.28E-04,0.0214,0.942,112.312,328307,r&b
0.569,0.712,1,-4.911,0,0.347,0.378,3.41E-05,0.144,0.0711,157.231,145451,rap
0.825,0.914,9,-3.938,1,0.246,0.0535,0,0.255,0.782,106.242,168333,rap
0.797,0.926,2,-5.561,1,0.0803,0.0344,0.0589,0.113,0.76,104.592,211560,r&b
0.613,0.885,10,-7.463,1,0.052,0.0804,0.746,0.0997,0.919,118.506,263213,rock
0.665,0.779,2,-5.153,1,0.113,0.216,0,0.107,0.839,88.863,228200,latin
0.829,0.878,9,-5.951,1,0.101,0.0959,0,0.776,0.883,87.991,239307,latin
0.851,0.744,10,-6.83,0,0.197,0.0878,1.18E-05,0.147,0.645,73.97,153067,rap
0.649,0.835,9,-6.545,0,0.066,0.0116,0.00989,0.0865,0.298,121.019,218525,pop
0.687,0.781,7,-6.616,1,0.172,0.0959,7.13E-05,0.48,0.409,94.639,211867,rap
0.487,0.61,4,-13.96,1,0.0442,0.0213,0.102,0.251,0.517,133.009,508725,rock
0.731,0.881,1,-3.619,1,0.0624,0.398,0,0.0965,0.878,103.958,241500,latin
0.357,0.653,9,-5.554,1,0.0654,0.0828,0,0.0844,0.522,176.647,259800,pop
0.809,0.694,8,-6.185,0,0.0986,0.178,0,0.169,0.503,122.975,242424,rap
0.883,0.668,9,-2.957,1,0.113,0.11,5.29E-04,0.0734,0.676,87.972,226533,latin
0.813,0.992,1,-6.203,1,0.0574,0.00194,0.871,0.0957,0.961,126.001,444000,edm
0.562,0.377,1,-14.323,1,0.427,0.818,0.792,0.116,0.12,72.807,102078,rap
0.737,0.714,1,-6.138,0,0.0367,0.225,3.79E-06,0.267,0.608,102.046,189973,pop
0.554,0.762,1,-4.808,0,0.0895,0.00197,0.17,0.352,0.421,126.132,139048,edm
0.811,0.601,2,-6.846,1,0.117,0.0973,0,0.059,0.577,127.082,193973,pop
0.538,0.809,7,-6.017,0,0.0504,0.00136,0,0.406,0.278,120.001,200480,pop
0.725,0.703,7,-4.641,1,0.0466,0.0632,2.51E-04,0.14,0.638,106.032,175827,r&b
0.722,0.461,4,-6.428,1,0.0319,0.256,0,0.214,0.464,119.91,208493,pop
0.686,0.505,7,-12.918,1,0.124,0.176,0,0.154,0.582,98.767,327640,r&b
0.913,0.719,1,-3.536,1,0.21,0.545,0,0.132,0.448,99.99,168200,rap
0.762,0.81,1,-4.024,1,0.0664,0.13,1.73E-05,0.178,0.571,88.994,212027,latin
0.688,0.578,5,-3.567,1,0.0697,7.91E-04,0.0957,0.349,0.157,129.428,108042,r&b
0.582,0.866,11,-3.846,0,0.0713,0.00931,2.18E-05,0.164,0.586,127.956,203672,edm
0.447,0.824,9,-4.585,0,0.0565,0.00934,0,0.168,0.135,127.841,200625,edm
0.733,0.365,8,-11.893,1,0.444,0.172,0.345,0.105,0.227,88.881,142232,rap
0.896,0.636,11,-5.919,1,0.317,0.023,0,0.126,0.381,92.973,176733,rap
0.407,0.147,2,-8.822,1,0.0355,0.857,2.89E-06,0.0913,0.0765,141.284,229400,r&b
0.776,0.422,7,-9.663,1,0.145,2.44E-04,0.907,0.0573,0.0872,127.937,165234,edm
0.595,0.792,1,-4.037,0,0.0675,0.0023,7.00E-04,0.182,0.338,130.035,186462,rap
0.536,0.721,10,-6.44,0,0.386,0.062,0,0.824,0.393,117.139,191942,rap
0.897,0.658,9,-7.013,1,0.172,0.00119,0.00804,0.0882,0.32,128.008,186707,edm
0.72,0.566,6,-15.648,0,0.0959,0.00369,1.23E-05,0.34,0.702,109.174,272827,r&b
0.442,0.759,10,-13.475,1,0.0354,4.02E-04,0.0081,0.174,0.279,198.117,205560,rock
0.423,0.858,7,-5.077,1,0.0542,7.40E-04,0,0.092,0.37,148.02,194392,rock
0.619,0.833,7,-4.941,1,0.0366,0.0122,0,0.24,0.527,93.01,196953,pop
0.694,0.712,5,-6.645,0,0.135,0.163,0,0.0841,0.515,116.019,186336,pop
0.596,0.726,9,-4.746,0,0.0333,0.0347,1.05E-05,0.0844,0.367,130.063,332613,rock
0.809,0.545,7,-6.678,1,0.0735,0.392,0,0.151,0.244,97.008,180435,edm
0.66,0.317,8,-9.809,1,0.0686,0.651,0.925,0.118,0.291,166.093,119422,rap
0.663,0.969,9,-1.968,0,0.119,0.0026,0.233,0.285,0.38,128.059,213750,edm
0.423,0.631,11,-10.046,0,0.0508,0.15,0.243,0.661,0.392,162.466,185307,r&b
0.754,0.759,9,-5.218,1,0.302,0.153,1.14E-04,0.101,0.435,126.367,214667,rock
0.419,0.862,5,-5.542,0,0.0407,1.12E-04,0,0.39,0.448,156.041,222147,rock
0.845,0.631,7,-8.206,0,0.216,0.188,0,0.0806,0.545,111.983,279907,rap
0.426,0.888,0,-3.72,0,0.0987,4.55E-04,0,0.306,0.387,144.111,191520,rock
0.783,0.84,1,-3.416,1,0.051,0.174,0,0.412,0.839,95.001,200480,latin
0.759,0.625,7,-7.933,1,0.191,0.121,0,0.0888,0.626,120.112,185834,latin
0.562,0.964,1,-4.931,1,0.0562,0.00243,0.597,0.341,0.448,125.995,159524,edm
