danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,class
0.562,0.748,2,-3.359,0,0.0428,0.0575,0,0.2,0.492,100.032,186703,pop
0.672,0.52,7,-9.965,0,0.0407,0.0985,1.28E-06,0.0365,0.551,137.213,356960,r&b
0.694,0.719,6,-12.734,0,0.048,0.47,0.00121,0.44,0.972,126.212,220733,pop
0.688,0.661,1,-7.161,1,0.0319,0.0126,0,0.188,0.367,99.98,232937,edm
0.524,0.966,10,-2.141,1,0.452,0.0107,0.00327,0.439,0.386,89.896,209333,rock
0.605,0.774,6,-6.269,0,0.315,0.378,6.73E-06,0.0438,0.679,96.795,192002,r&b
0.457,0.37,4,-9.703,0,0.03,0.47,0,0.116,0.179,125.814,334693,r&b
0.829,0.944,5,-1.853,0,0.0825,0.0224,0.117,0.435,0.422,127.985,152944,edm
0.823,0.417,2,-12.643,1,0.032,0.562,9.80E-04,0.0765,0.522,111.928,276280,rock
0.681,0.534,3,-7.319,1,0.0325,0.364,0,0.0735,0.343,120.101,273533,r&b
0.701,0.852,0,-4.908,1,0.0339,0.423,0.00474,0.202,0.433,104.988,189267,pop
0.654,0.614,7,-8.232,0,0.0932,0.0736,1.38E-05,0.108,0.203,97.983,199592,edm
0.757,0.759,7,-5.928,1,0.0385,0.486,4.10E-06,0.305,0.727,96.052,260632,latin
0.752,0.698,11,-5.775,1,0.211,0.263,0,0.189,0.587,173.974,192333,latin
0.696,0.743,6,-3.851,1,0.0329,0.0773,0,0.0587,0.636,123.007,201254,edm
0.809,0.675,11,-5.43,0,0.133,0.0203,6.47E-06,0.0601,0.787,150.004,313493,rap
0.444,0.813,7,-4.993,1,0.0421,1.55E-05,8.77E-05,0.68,0.538,110.039,198538,rock
0.687,0.665,5,-8.493,1,0.0445,0.00797,0.936,0.126,0.103,109.995,196370,edm
0.425,0.973,0,-4.229,1,0.119,0.00236,0.136,0.265,0.433,179.958,258280,rock
0.732,0.934,8,-4.618,1,0.144,0.0774,0.00745,0.306,0.898,159.998,202040,pop
0.645,0.74,7,-9.414,1,0.0528,0.00542,0.0239,0.115,0.783,146.434,293507,rock
0.795,0.779,6,-6.593,1,0.449,0.0457,3.57E-05,0.388,0.383,128.065,169736,edm
0.546,0.91,5,-6.736,1,0.061,0.0442,5.61E-05,0.263,0.458,90.58,215899,rock
0.804,0.731,6,-7.36,0,0.225,0.00379,0,0.084,0.451,89.139,252493,rap
0.856,0.758,1,-5.783,0,0.227,0.0304,0,0.105,0.18,124.073,206613,rap
0.641,0.652,8,-8.575,0,0.264,0.42,1.74E-06,0.094,0.406,175.022,244771,rap
0.818,0.648,7,-4.954,1,0.12,0.0545,1.32E-06,0.0967,0.496,89.043,196507,latin
0.802,0.755,10,-4.804,1,0.106,0.0499,0,0.0781,0.636,105.983,208353,latin
0.736,0.826,9,-4.886,0,0.0849,3.37E-04,0.00744,0.0441,0.864,123.953,235484,pop
0.707,0.554,2,-8.404,0,0.0379,0.565,0,0.127,0.653,90.011,269073,r&b
0.502,0.912,1,-4.556,1,0.0564,2.55E-05,1.73E-04,0.106,0.72,116.761,301920,rock
0.587,0.626,5,-7.477,0,0.319,0.227,4.66E-06,0.113,0.402,154.929,204387,rap
0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0105,0.353,0.898,121.974,176840,edm
0.768,0.69,7,-8.642,0,0.0556,0.555,0,0.234,0.231,138.951,270440,pop
0.629,0.964,11,-2.062,1,0.164,8.09E-04,0.747,0.0685,0.223,129.987,216577,edm
0.75,0.891,9,-3.738,1,0.227,0.0249,6.48E-06,0.0569,0.553,128.065,160305,latin
0.592,0.657,10,-6.67,1,0.113,0.406,0,0.115,0.707,105.871,209173,r&b
0.467,0.255,8,-15.963,0,0.0372,0.605,3.10E-04,0.273,0.243,120.174,168867,rock
0.526,0.9,4,-4.76,0,0.0531,0.00914,0,0.277,0.458,125.349,231693,rock
0.539,0.912,7,-3.113,1,0.0454,0.111,0,0.252,0.233,128.016,234375,edm
0.799,0.543,10,-6.038,0,0.0613,0.0013,0.237,0.869,0.621,128.017,470688,edm
0.446,0.225,1,-13.297,0,0.0494,0.779,0,0.0885,0.237,89.297,200904,pop
0.735,0.652,0,-5.257,1,0.274,0.0266,0,0.169,0.684,168.403,326267,rap
0.796,0.499,2,-6.166,0,0.0404,0.392,0,0.0867,0.798,93.99,266016,latin
0.894,0.492,1,-4.692,1,0.104,0.0295,1.22E-06,0.14,0.397,100.041,152532,r&b
0.653,0.77,9,-6.091,0,0.0353,0.00342,0,0.0887,0.272,137.616,321293,rap
0.556,0.668,1,-6.245,1,0.0874,0.0536,0,0.066,0.695,172.913,167885,latin
0.639,0.957,9,-6.039,0,0.558,0.156,0,0.348,0.692,135.958,133000,pop
0.72,0.817,11,-4.344,1,0.109,0.263,0,0.103,0.703,100.02,184500,latin
0.671,0.322,0,-13.548,1,0.0427,0.409,0.153,0.0886,0.41,93.901,296040,r&b
0.696,0.759,0,-8.851,1,0.158,0.0862,6.20E-04,0.141,0.895,120.034,194000,rap
0.776,0.724,7,-4.874,1,0.216,0.455,0,0.109,0.677,74.987,227779,rap
0.445,0.933,4,-4.335,0,0.0844,5.51E-04,1.54E-05,0.321,0.226,130.042,222231,edm
0.625,0.938,6,-3.983,1,0.0517,0.00432,2.60E-04,0.0923,0.371,127.997,166875,pop
0.632,0.574,4,-8.584,1,0.053,0.0942,0,0.215,0.557,125.989,201905,pop
0.641,0.935,10,-4.277,0,0.0612,0.0272,0.00432,0.117,0.307,127.969,173906,edm
0.631,0.701,9,-6.952,1,0.312,0.0163,0,0.217,0.632,178.006,296240,rap
0.664,0.61,7,-6.432,0,0.339,0.145,0,0.097,0.472,76.024,284040,r&b
0.65,0.759,1,-4.932,1,0.0355,0.353,0,0.155,0.943,121.454,212840,rock
0.7,0.593,0,-7.164,1,0.0395,0.00516,0.432,0.141,0.336,128.005,214687,edm
0.831,0.711,5,-4.52,1,0.071,0.187,0,0.0954,0.597,112.093,162000,rap
0.367,0.915,9,-3.456,0,0.0488,0.0022,5.81E-05,0.0905,0.365,110.169,207273,pop
0.636,0.63,0,-6.396,1,0.0346,0.0796,0,0.13,0.454,104.845,184020,latin
0.377,0.471,0,-8.783,0,0.0688,0.823,0,0.619,0.431,155.947,221091,latin
0.749,0.577,1,-8.25,1,0.104,0.144,2.98E-05,0.157,0.225,156.073,162429,rap
0.407,0.367,0,-10.223,0,0.0382,0.88,1.28E-04,0.307,0.339,73.72,184103,latin
0.541,0.378,2,-6.283,0,0.0296,0.636,0.594,0.0899,0.401,136.94,276600,r&b
0.612,0.742,5,-4.198,0,0.0519,0.0176,1.02E-04,0.101,0.431,122.052,193399,pop
0.262,0.897,4,-2.712,0,0.398,0.0237,0,0.11,0.253,199.651,153104,rap
0.711,0.727,2,-3.15,1,0.162,0.168,0,0.296,0.465,180.039,174380,pop
0.591,0.887,1,-7.034,1,0.182,0.0244,0.708,0.586,0.141,140.043,144004,rap
0.777,0.857,4,-4.362,0,0.0441,0.303,0,0.0978,0.77,97.514,277733,r&b
0.699,0.503,4,-7.236,0,0.0751,0.692,0.0846,0.0786,0.0555,124.009,214975,latin
0.481,0.962,7,-3.043,0,0.0981,9.63E-04,0,0.19,0.236,150.078,229181,pop
0.485,0.458,1,-8.676,0,0.0525,0.606,4.50E-04,0.12,0.102,78.558,275618,r&b
0.846,0.577,1,-16.938,1,0.155,0.0193,3.08E-05,0.215,0.432,104.961,284040,rap
0.599,0.993,1,-1.026,1,0.107,7.57E-04,0.557,0.487,0.343,127.998,219375,edm
0.81,0.538,0,-5.784,0,0.0356,0.528,0,0.0951,0.828,109.97,266840,r&b
0.741,0.838,11,-7.622,0,0.0637,0.407,0,0.138,0.586,115.689,257600,pop
0.623,0.683,10,-12.658,0,0.0329,0.0196,0.194,0.274,0.7,104.202,301793,latin
0.543,0.696,7,-4.572,1,0.0426,0.601,0.215,0.384,0.849,92.15,253747,rock
0.696,0.315,11,-15.067,0,0.0318,0.237,4.06E-05,0.131,0.224,112.998,323787,pop
0.754,0.909,6,-3.323,0,0.23,0.138,0,0.281,0.591,126.994,220079,rap
0.278,0.898,6,-10.9,1,0.106,1.68E-04,3.41E-04,0.0539,0.113,119.42,312427,rock
0.896,0.715,2,-3.37,1,0.0544,0.195,0,0.0678,0.513,128.01,298394,rap
0.523,0.769,4,-5.855,1,0.0269,0.04,0,0.136,0.876,136.162,244587,rock
0.485,0.619,5,-7.115,0,0.0289,0.0941,3.31E-06,0.109,0.416,138.017,242373,pop
0.779,0.42,0,-8.396,1,0.221,0.665,0,0.0862,0.688,105.076,175898,r&b
0.553,0.635,10,-6.06,0,0.0294,0.208,6.72E-04,0.076,0.45,108.38,197523,rock
0.771,0.76,4,-5.459,0,0.0514,0.147,0,0.053,0.881,119,218440,pop
0.556,0.836,6,-6.903,0,0.199,0.0587,3.51E-04,0.355,0.429,168.196,293173,rap
0.759,0.906,1,-6.085,1,0.0513,0.0405,2.74E-06,0.206,0.575,92.99,220440,latin
0.581,0.819,4,-3.834,0,0.317,0.141,0,0.325,0.561,154.287,219888,rap
0.752,0.751,8,-6.281,0,0.043,0.0642,0.00142,0.278,0.963,106.8,271240,r&b
0.754,0.449,7,-9.211,1,0.109,0.0332,8.29E-05,0.552,0.357,77.169,198973,edm
0.234,0.213,3,-15.166,1,0.0465,0.952,6.71E-05,0.264,0.0787,187.166,306480,rock
0.667,0.673,0,-7.574,1,0.323,0.0641,4.00E-06,0.0975,0.669,144.256,201964,rap
0.526,0.92,3,-3.866,1,0.0472,1.24E-04,0,0.371,0.615,109.86,238880,rock
0.674,0.609,7,-12.012,1,0.0767,0.00434,0.481,0.649,0.443,114.753,337227,rock
0.823,0.622,11,-5.706,1,0.0491,0.0105,2.69E-06,0.0453,0.602,100.022,204853,rap
0.711,0.708,1,-4.585,0,0.266,0.11,0,0.513,0.773,174.03,181320,latin
0.63,0.726,0,-3.753,1,0.0978,0.0717,0,0.108,0.499,122.055,196475,pop
0.598,0.606,0,-8.075,1,0.0407,0.0264,0,0.0706,0.211,85.981,251533,r&b
0.777,0.81,7,-4.968,1,0.0462,0.0192,0,0.0861,0.787,78.021,276320,rap
0.735,0.444,1,-9.333,1,0.103,0.101,0,0.102,0.185,115.507,216186,rap
0.705,0.695,11,-3.359,1,0.113,0.0112,0,0.691,0.44,169.987,217373,edm
0.845,0.403,2,-10.56,1,0.046,0.324,0.0832,0.214,0.377,134.987,224293,latin
0.398,0.529,11,-10.085,1,0.0965,0.547,0,0.744,0.696,153.704,293507,latin
0.56,0.55,1,-13.143,0,0.0596,0.189,0,0.0821,0.549,131.829,450907,r&b
0.797,0.252,0,-16.769,1,0.0649,0.238,0,0.15,0.714,160.076,369373,rap
0.561,0.846,9,-4.48,1,0.0867,0.0634,0,0.193,0.75,116.168,144013,rock
0.459,0.931,5,-5.024,1,0.0612,0.00126,0.00881,0.412,0.419,135.826,200693,rock
0.605,0.8,5,-6.235,0,0.0545,0.155,0.0562,0.121,0.836,128.074,211880,edm
0.773,0.819,0,-5.946,0,0.118,0.426,0,0.0679,0.585,92.99,269187,pop
0.57,0.873,5,-5.188,0,0.07,0.00853,0,0.365,0.236,125.086,171133,edm
0.698,0.653,9,-6.365,1,0.0521,0.424,0,0.321,0.381,100.976,186610,latin
0.82,0.464,11,-8.45,1,0.0481,0.156,0,0.101,0.872,109.374,207307,r&b
0.667,0.98,7,-2.703,0,0.0717,0.0585,0.923,0.314,0.482,128.007,154811,edm
0.331,0.55,0,-6.483,1,0.0272,0.605,3.96E-06,0.192,0.429,177.734,339000,rock
0.813,0.565,0,-8.692,1,0.106,0.736,0,0.125,0.49,99.984,213000,rap
0.58,0.653,5,-3.818,1,0.0745,0.447,0,0.111,0.175,150.231,174960,pop
0.763,0.98,11,-4.55,1,0.0567,0.00854,0.451,0.0327,0.517,130.024,158704,edm
0.446,0.239,0,-13.945,1,0.0316,0.551,4.10E-06,0.0697,0.298,189.507,336453,rock
0.601,0.974,6,-5.432,0,0.435,0.0338,4.76E-06,0.156,0.57,130.032,283739,edm
0.821,0.527,4,-9.574,0,0.0314,0.14,0,0.0848,0.902,109.123,242600,r&b
0.392,0.828,10,-3.745,0,0.0502,0.0436,4.60E-06,0.0756,0.207,128.091,241875,edm
0.838,0.634,8,-8.076,1,0.0931,0.00537,0,0.111,0.224,114.771,168202,rap
0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,300400,rock
0.771,0.671,2,-5.617,1,0.0553,0.00929,0,0.0637,0.714,85.026,171360,pop
0.446,0.793,5,-3.912,0,0.0556,0.0434,4.14E-05,0.159,0.313,127.799,221133,edm
0.569,0.865,2,-4.385,0,0.0495,0.0493,4.06E-04,0.317,0.278,93.381,187380,latin
0.793,0.755,7,-7.215,1,0.0757,0.00997,1.89E-06,0.426,0.621,111.817,306338,r&b
0.637,0.678,5,-7.051,1,0.041,0.16,0.0136,0.171,0.759,164.946,207227,pop
0.789,0.427,5,-9.918,0,0.308,0.0649,3.62E-05,0.171,0.605,97.032,215227,r&b
0.561,0.764,2,-6.645,0,0.138,0.373,0,0.157,0.598,145.158,212147,rap
0.54,0.982,4,-2.962,0,0.0458,0.435,3.37E-05,0.0457,0.91,126.294,265773,rock
0.763,0.702,10,-9.531,0,0.0767,0.00212,0.479,0.0516,0.612,115.234,288560,latin
0.75,0.822,1,-3.75,0,0.0394,0.0883,0.00558,0.118,0.693,89.997,258717,latin
0.659,0.871,4,-1.55,1,0.0333,0.095,0,0.298,0.765,128.993,245492,pop
0.745,0.753,1,-2.408,1,0.164,0.223,0,0.705,0.589,144.057,307973,r&b
0.462,0.668,4,-9.658,1,0.563,0.831,0,0.636,0.95,86.993,180923,rap
0.488,0.645,11,-7.226,1,0.421,0.0838,3.55E-04,0.154,0.595,148.733,217773,r&b
0.76,0.646,8,-5.048,0,0.433,0.233,0,0.0905,0.625,188.009,178534,latin
0.768,0.628,0,-12.994,1,0.0414,0.00497,0.829,0.098,0.714,119.508,373892,edm
0.491,0.805,11,-3.226,0,0.299,0.0263,3.90E-05,0.109,0.382,174.63,214130,rap
0.795,0.595,1,-8.073,1,0.0698,0.0823,0,0.128,0.502,91.025,196348,pop
0.701,0.942,5,-2.253,1,0.241,0.159,0,0.113,0.57,123.878,183871,edm
0.838,0.765,1,-2.332,0,0.0462,0.0514,2.10E-04,0.0297,0.905,100.021,195988,edm
0.745,0.344,9,-11.841,0,0.0302,0.671,0.607,0.129,0.24,99.997,255215,pop
0.525,0.842,11,-12.12,1,0.0353,0.0549,0,0.275,0.594,148.803,239733,rock
0.658,0.863,7,-3.575,0,0.0352,0.287,1.53E-05,0.16,0.967,96.499,268440,latin
0.838,0.826,1,-4.371,1,0.0895,0.0423,3.13E-06,0.352,0.663,99.99,199293,latin
0.776,0.696,9,-8.294,1,0.0814,0.273,0,0.0564,0.927,109.958,175786,edm
0.797,0.86,10,-4.38,0,0.0413,0.0312,0.0137,0.334,0.192,124.033,166452,edm
0.95,0.731,11,-4.485,0,0.199,0.0248,5.26E-05,0.107,0.574,126.998,154463,pop
0.586,0.699,11,-7.049,0,0.261,0.0729,0,0.211,0.299,123.991,399725,rap
0.781,0.874,7,-7.094,1,0.317,0.0127,0,0.682,0.627,99.772,302133,rap
0.399,0.203,4,-11.649,1,0.0298,0.66,1.63E-04,0.27,0.405,134.202,72080,r&b
0.509,0.79,6,-3.782,0,0.0374,0.332,6.67E-05,0.316,0.638,127.946,208316,edm
0.703,0.687,8,-8.334,1,0.12,0.265,1.15E-06,0.306,0.557,139.786,209490,pop
0.744,0.815,11,-10.885,0,0.0378,0.0418,9.42E-04,0.0326,0.934,116.05,264467,latin
0.704,0.482,5,-10.661,0,0.0475,0.0302,9.13E-05,0.173,0.284,109.988,169796,pop
0.752,0.556,0,-8.822,0,0.291,0.166,0.00244,0.186,0.549,90.944,225643,pop
0.53,0.175,8,-7.119,0,0.16,0.926,0.114,0.103,0.161,171.1,148302,rap
0.931,0.443,7,-13.063,1,0.257,0.409,4.15E-06,0.0873,0.644,120.01,176000,rap
0.747,0.803,2,-5.314,1,0.0345,0.0139,5.48E-05,0.0668,0.814,118.019,181000,latin
0.859,0.771,1,-6.221,0,0.128,0.0502,2.24E-06,0.165,0.725,125.023,203533,rap
0.484,0.852,11,-4.442,0,0.274,0.0317,0,0.0547,0.766,103.578,249522,rap
0.744,0.97,4,-4.973,0,0.0697,5.63E-04,0.0833,0.174,0.182,127.995,187500,edm
0.651,0.906,0,-5.29,1,0.228,0.0114,0,0.169,0.579,81.994,229027,rap
0.665,0.799,6,-2.868,0,0.0617,0.18,0,0.125,0.5,101.976,228112,latin
0.529,0.491,2,-7.409,1,0.192,0.31,0,0.105,0.304,77.436,314987,r&b
0.673,0.789,0,-4.288,1,0.0408,0.00975,0,0.752,0.841,100.043,197427,pop
0.578,0.947,11,-2.431,0,0.036,0.00744,0.0816,0.105,0.456,134.034,246007,r&b
0.606,0.873,10,-3.746,0,0.0785,5.19E-05,0.35,0.087,0.303,128.007,333755,edm
0.55,0.763,4,-3.72,0,0.0363,0.016,1.30E-04,0.344,0.531,84.637,187360,pop
0.745,0.932,11,-3.629,0,0.0498,0.136,0.00153,0.191,0.446,126.006,173333,edm
0.389,0.915,6,-3.261,1,0.0456,7.52E-04,0.0133,0.122,0.0943,127.984,215307,edm
0.611,0.74,8,-7.504,1,0.0583,0.166,3.61E-06,0.241,0.495,110.019,154909,latin
0.825,0.655,5,-8.475,0,0.255,0.436,0,0.138,0.8,145.045,178759,rap
0.697,0.916,8,-4.512,0,0.0592,0.0727,3.33E-04,0.615,0.767,128.002,252072,pop
0.749,0.54,7,-8.025,1,0.0599,0.236,0.0142,0.388,0.404,116.006,178448,latin
0.518,0.467,0,-6.184,1,0.0302,0.662,0,0.0853,0.386,132.854,173307,pop
0.504,0.739,9,-7.265,1,0.0316,0.0179,0.08,0.0949,0.417,128.918,248360,rock
0.849,0.955,1,-1.862,1,0.153,0.286,8.62E-04,0.0604,0.545,122.984,159024,edm
0.7,0.806,11,-4.818,0,0.0491,0.00132,0,0.0579,0.616,110.016,174880,pop
0.676,0.839,2,-6.231,1,0.0814,0.0385,0,0.256,0.814,160.027,173250,rap
0.687,0.754,10,-3.965,0,0.0641,0.0179,0,0.272,0.28,125.936,157373,edm
0.713,0.471,1,-7.392,0,0.483,0.421,0,0.0308,0.781,199.765,285587,rap
0.746,0.877,9,-3.782,0,0.0666,0.0375,8.33E-04,0.233,0.751,107.985,166138,latin
0.768,0.551,0,-9.133,1,0.0727,0.444,0.812,0.126,0.398,90.028,152000,rap
0.325,0.903,2,-3.173,1,0.117,0.00327,6.13E-06,0.0962,0.401,148.446,218600,rock
0.638,0.884,6,-4.068,0,0.049,0.00918,3.37E-04,0.139,0.541,130.034,189520,pop
0.539,0.954,1,-3.054,0,0.12,0.00224,0.835,0.0623,0.389,129.956,174399,edm
0.723,0.742,11,-8.371,0,0.103,0.064,0.567,0.373,0.273,122.042,183307,edm
0.613,0.681,8,-3.089,1,0.0778,0.0287,0,0.126,0.619,97.621,204664,pop
0.38,0.309,11,-12.6,1,0.0329,0.649,0,0.0733,0.299,83.718,193608,latin
0.52,0.798,6,-5.498,0,0.0391,0.101,0,0.0932,0.168,101.944,167977,r&b
0.622,0.598,6,-8.877,0,0.165,0.154,1.50E-04,0.0848,0.507,123.951,224760,edm
0.4,0.726,0,-7.232,1,0.0311,0.0447,0.838,0.549,0.806,92.299,152040,r&b
0.756,0.851,2,-3.33,1,0.0674,0.0336,0,0.126,0.934,75.014,200693,latin
0.402,0.881,9,-7.519,1,0.162,0.0976,0.013,0.0797,0.709,187.739,210987,rock
0.671,0.314,5,-8.091,0,0.244,0.11,0,0.0825,0.296,110.898,191600,latin
0.687,0.673,1,-4.078,0,0.0771,0.449,0,0.0746,0.551,87.932,166156,latin
0.688,0.595,11,-6.518,0,0.0416,0.0107,6.47E-05,0.111,0.359,119.946,164250,pop
0.4,0.795,10,-3.731,0,0.461,0.119,0,0.159,0.702,190.097,186107,r&b
0.913,0.451,9,-7.86,0,0.175,0.0161,2.36E-06,0.107,0.646,93.211,252587,rap
0.771,0.612,4,-8.798,0,0.0495,0.606,0.857,0.108,0.253,92.643,210250,latin
0.382,0.872,9,-4.185,0,0.215,0.0278,3.17E-06,0.129,0.399,70.944,197400,pop
0.476,0.452,0,-7.331,1,0.0258,0.0788,0,0.124,0.297,140.15,199360,rap
0.808,0.925,6,-2.855,1,0.183,0.00264,0.217,0.134,0.234,126.099,170516,edm
0.652,0.837,1,-3.104,0,0.0723,0.0976,0,0.0844,0.562,108.042,190903,pop
0.724,0.853,11,-3.895,0,0.283,0.0164,0,0.65,0.775,170.51,332733,rap
0.785,0.792,9,-4.695,0,0.0641,0.0104,0,0.104,0.528,155.036,249600,rap
0.591,0.841,4,-4.351,0,0.0304,0.0119,0,0.395,0.392,109.034,158805,r&b
0.723,0.914,7,-9.359,1,0.0801,0.00608,0.878,0.104,0.663,127.968,121875,edm
0.66,0.778,8,-4.314,1,0.0574,0.348,0,0.723,0.48,147.096,177807,edm
0.782,0.63,1,-5.683,1,0.162,0.00161,0,0.151,0.295,78.516,256800,rap
0.377,0.682,7,-8.039,1,0.0299,8.94E-04,0.00217,0.0504,0.288,108.736,285133,rock
0.692,0.666,6,-7.998,0,0.0449,0.0259,1.92E-05,0.347,0.259,89.995,156000,edm
0.532,0.578,9,-7.638,1,0.0268,0.445,0,0.0889,0.487,82.994,219213,latin
0.793,0.578,7,-8.747,0,0.0428,0.223,0.926,0.293,0.803,125.021,166613,edm
0.734,0.402,8,-9.581,1,0.0733,0.186,0,0.121,0.4,79.992,279600,r&b
0.554,0.786,9,-4.288,1,0.0491,0.0024,0,0.148,0.358,120.057,224064,pop
0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21E-06,0.3,0.881,170.918,193837,latin
0.583,0.79,9,-4.885,1,0.0319,0.0851,3.87E-04,0.11,0.714,103.286,171333,pop
0.821,0.656,0,-10.082,1,0.0421,0.367,0.00317,0.112,0.883,139.95,225236,latin
0.512,0.953,2,-3.474,1,0.0889,0.00185,0,0.102,0.452,123.07,203293,pop
0.535,0.71,1,-2.978,0,0.324,0.428,0,0.141,0.523,92.009,212653,latin
0.66,0.765,7,-7.121,1,0.245,0.227,0,0.376,0.771,151.074,208600,rap
0.383,0.69,10,-5.299,0,0.452,0.0259,0,0.422,0.242,70.929,372707,rap
0.445,0.966,2,-3.751,1,0.054,0.0149,9.15E-04,0.164,0.321,109.482,215867,rock
0.867,0.7,4,-6.486,0,0.176,0.0235,1.00E-04,0.111,0.322,100.007,155267,rap
0.754,0.649,1,-7.023,1,0.0468,0.247,3.30E-06,0.0414,0.133,107.018,165000,latin
0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,153693,rock
0.893,0.551,3,-5.878,0,0.341,0.455,9.15E-06,0.351,0.697,99.986,198053,rap
0.338,0.922,2,-6.783,1,0.0709,0.0107,0.877,0.515,0.526,122.311,373693,rock
0.775,0.39,1,-11.909,0,0.0303,0.655,4.64E-05,0.0948,0.554,114.04,209027,rock
0.831,0.544,0,-9.288,1,0.0837,0.594,0.00389,0.0736,0.856,108.177,166280,rock
0.795,0.578,5,-8.507,0,0.0569,0.00983,0.743,0.115,0.638,127.014,218147,pop
0.162,0.972,2,-4.422,1,0.0782,0.00692,0.0284,0.29,0.266,195.041,195692,edm
0.563,0.499,5,-7.849,0,0.114,0.407,1.10E-06,0.108,0.362,106.591,240000,rap
0.837,0.776,6,-6.505,1,0.0617,0.0415,4.27E-06,0.236,0.466,121.99,178121,edm
0.859,0.76,10,-3.784,0,0.283,0.256,0,0.123,0.746,99.046,300027,r&b
0.45,0.449,2,-12.037,1,0.156,0.00791,0,0.173,0.139,135.45,220934,rap
0.801,0.529,1,-14.875,1,0.0962,0.0406,6.09E-04,0.0936,0.721,106.965,209067,rap
0.751,0.812,7,-3.512,1,0.0505,0.244,0.00985,0.151,0.699,106.984,231982,pop
0.655,0.582,6,-7.998,0,0.183,0.137,0,0.302,0.172,90.005,146667,rap
0.645,0.76,5,-4.563,0,0.0487,0.00707,0.243,0.796,0.329,127.998,192197,edm
0.869,0.63,2,-7.058,1,0.0374,0.198,7.38E-05,0.0749,0.844,124.017,183533,pop
0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312820,latin
0.868,0.681,0,-9.205,0,0.0619,0.0387,0.578,0.0893,0.665,123.995,280874,edm
0.964,0.487,10,-6.071,0,0.421,0.00127,6.57E-06,0.115,0.107,127.05,154024,rap
0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.0924,0.504,98.043,228760,pop
0.764,0.652,8,-9.457,1,0.139,0.016,0.00392,0.562,0.246,151.977,202880,rap
0.493,0.918,8,-4.37,1,0.0583,1.36E-04,0.909,0.887,0.209,128.022,185500,edm
0.752,0.793,6,-7.824,1,0.156,0.0437,0.00252,0.333,0.874,94.093,295160,r&b
0.683,0.74,1,-5.512,1,0.274,0.0272,0,0.333,0.429,83.857,248520,rap
0.69,0.569,2,-8.997,1,0.03,0.475,0,0.116,0.563,120.686,282500,r&b
0.509,0.675,5,-3.915,0,0.0419,0.286,3.13E-04,0.114,0.289,125.002,218907,edm
0.632,0.856,5,-5.583,0,0.0881,0.106,0.00379,0.333,0.868,87.028,202493,rap
0.704,0.671,2,-5.589,0,0.0294,0.422,1.05E-06,0.0985,0.716,127.035,254853,r&b
0.549,0.656,3,-6.515,1,0.0438,0.0351,1.19E-06,0.129,0.594,180.043,228904,pop
0.706,0.535,1,-11.053,0,0.275,0.431,1.23E-05,0.104,0.444,110.861,216000,edm
0.558,0.931,2,-4.055,1,0.0637,3.66E-04,0.00273,0.347,0.044,127.96,184687,edm
0.262,0.606,8,-6.646,1,0.0484,0.247,0,0.125,0.275,189.857,252534,pop
0.717,0.599,11,-11.471,0,0.116,0.299,0.00404,0.0594,0.22,81.027,136150,rap
0.617,0.466,1,-5.223,1,0.0356,0.828,0,0.132,0.344,125.967,233800,latin
0.7,0.599,1,-8.763,0,0.164,0.0205,0.012,0.0562,0.614,171.951,354400,r&b
0.477,0.927,5,-5.294,0,0.0832,0.00262,0.634,0.468,0.122,130.052,175393,edm
0.585,0.972,9,-4.45,0,0.0534,0.0143,0,0.0707,0.585,110.006,230253,pop
0.728,0.415,10,-10.938,0,0.0565,0.951,0.954,0.103,0.349,84.082,102942,rap
0.726,0.815,11,-4.969,1,0.0373,0.0724,0.00421,0.357,0.693,99.972,162600,pop
0.92,0.891,3,-2.398,0,0.253,0.0313,0,0.083,0.311,95.295,161600,rap
0.824,0.75,10,-7.646,0,0.0477,0.177,0.0356,0.0705,0.705,116.005,201376,pop
0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,197867,latin
0.674,0.854,5,-5.253,1,0.115,0.054,0,0.379,0.503,111.969,180571,pop
0.476,0.718,8,-5.309,1,0.0576,0.0784,1.02E-05,0.122,0.142,199.864,205947,rap
0.426,0.476,2,-6.64,1,0.0741,0.185,0,0.327,0.169,179.793,232759,pop
0.771,0.765,6,-3.703,0,0.0716,0.203,0,0.0518,0.847,163.975,239753,latin
0.804,0.485,7,-7.81,1,0.0614,0.206,0,0.169,0.474,92.015,199586,rap
0.454,0.93,7,-5.55,1,0.0803,0.0943,0.285,0.13,0.469,119.373,271133,rock
0.466,0.991,8,-3.272,1,0.142,0.00551,0.174,0.354,0.205,137.595,248493,rock
0.493,0.903,9,-8.849,0,0.061,1.22E-05,0.0172,0.0653,0.138,119.996,256000,rock
0.551,0.591,6,-8.404,0,0.12,0.00549,6.55E-06,0.0416,0.474,201.799,236947,r&b
